user_id,business_id,event_time,event_type,stars_x,name,latitude,longitude,city,state,categories,stars_y,review_count,is_open
-6DoXmdXEy_P5N-QZzntgA,DdXHwMvFa_vlWwOfgxUNVA,2013-11-11 19:11:05+00:00,review,3.0,Perk Up Cafe,39.8747887,-86.1426414,Indianapolis,IN,"Sandwiches, Juice Bars & Smoothies, Food, Restaurants, Coffee & Tea",4.5,99,1
-6DoXmdXEy_P5N-QZzntgA,ocslNn82QHpG4Zc81sJXBg,2013-11-11 19:15:04+00:00,review,5.0,La Piedad,39.8742628,-86.1426188,Indianapolis,IN,"Mexican, Restaurants",3.5,237,1
-6DoXmdXEy_P5N-QZzntgA,wxJwNCV2oC5Tnan8rzi9iw,2013-11-11 19:21:30+00:00,review,5.0,Zest! Exciting Food Creations,39.851459,-86.138688,Indianapolis,IN,"Local Flavor, Cocktail Bars, Nightlife, Breakfast & Brunch, Restaurants, Food, American (New), Bars, Beer, Wine & Spirits",4.0,267,0
-6DoXmdXEy_P5N-QZzntgA,QpTf9MU5EgYfm6bscRxaqw,2013-11-11 19:25:07+00:00,review,3.0,Kilroy's Bar N' Grill,39.8693803,-86.1436553,Indianapolis,IN,"Sports Bars, Restaurants, Nightlife, Bars, American (Traditional), American (New)",3.5,283,1
-6DoXmdXEy_P5N-QZzntgA,IkY2ticzHEn4QFn8hQLSWg,2014-02-18 20:32:10+00:00,review,4.0,Geno's Steaks,39.933836785,-75.1588137524,Philadelphia,PA,"Sandwiches, Cheesesteaks, Steakhouses, Restaurants",2.5,3401,1
-6cPEM5jtb6A2M6mggn47g,Zi-F-YvyVOK0k5QD7lrLOg,2021-07-17 03:09:09+00:00,review,5.0,Muriel's Jackson Square,29.9584576,-90.063188,New Orleans,LA,"Cajun/Creole, Restaurants",4.0,1963,1
-6cPEM5jtb6A2M6mggn47g,FEXhWNCMkv22qG04E83Qjg,2021-07-17 03:14:55+00:00,review,5.0,Café Du Monde,29.957525,-90.061861,New Orleans,LA,"Flowers & Gifts, Gift Shops, Cafes, Restaurants, Coffee & Tea, Donuts, Food, Souvenir Shops, Shopping",4.0,1880,1
-6cPEM5jtb6A2M6mggn47g,ArPLE_RTg0h7yzkN0KwzRg,2021-07-17 21:43:46+00:00,review,1.0,Willie's Chicken Shack,29.9512679247,-90.0668859109,New Orleans,LA,"Chicken Shop, Southern, Restaurants, Soul Food, Chicken Wings, Cajun/Creole",3.5,249,1
-6cPEM5jtb6A2M6mggn47g,11qwVOxX-Z0bWAnfpVLnlw,2021-07-17 21:55:51+00:00,review,4.0,Mike Serio's Poboys,29.9525565,-90.0697679,New Orleans,LA,"Delis, Cajun/Creole, Restaurants, Sandwiches, Seafood",3.5,181,1
-6cPEM5jtb6A2M6mggn47g,BK8NZlJtgsKnh_L_mTRc6Q,2021-07-18 02:24:40+00:00,review,5.0,The Yard,29.962044,-90.057491,New Orleans,LA,"Restaurants, Seafood, Arts & Entertainment, Southern, Sandwiches, American (Traditional), Wraps, Burgers, Cocktail Bars, Cajun/Creole, Nightlife, Breakfast & Brunch, Salad, Bars, Music Venues",4.0,59,1
-6cPEM5jtb6A2M6mggn47g,eCikDKFbaeYVNdCD2beX0Q,2021-07-31 01:35:00+00:00,review,3.0,Dat Dog,29.9636870779,-90.057633303,New Orleans,LA,"Cajun/Creole, American (New), Hot Dogs, Restaurants, Comfort Food",4.0,1038,1
-6cPEM5jtb6A2M6mggn47g,lK-YaoQ670dGJrmaqyJTBA,2021-11-14 20:12:42+00:00,tip,,Ernst Cafe,29.9471376,-90.0656132,New Orleans,LA,"Restaurants, American (Traditional), Beer, Wine & Spirits, Nightlife, Seafood, Cajun/Creole, Food",3.5,332,1
-6cPEM5jtb6A2M6mggn47g,iSRTaT9WngzB8JJ2YKJUig,2021-11-14 20:58:30+00:00,review,5.0,Mother's Restaurant,29.9490569,-90.0670492,New Orleans,LA,"Cajun/Creole, Restaurants, Event Planning & Services, Southern, Specialty Food, Soul Food, Food, Ethnic Food, American (New), Caterers, Breakfast & Brunch, Sandwiches",3.5,5185,1
-6cPEM5jtb6A2M6mggn47g,HhD8DLES5ZeULKDXmfkOOg,2021-11-14 21:06:45+00:00,review,2.0,Walk-On's Sports Bistreaux - New Orleans,29.9507694,-90.0747973677,New Orleans,LA,"Nightlife, Restaurants, Sports Bars, Bars, Burgers, Sandwiches, American (Traditional), Cajun/Creole",3.5,508,1
-8lbUNlXVSoXqaRRiHiSNg,qI7j_4UGb3w6f9j5c7lC6Q,2009-05-21 19:38:29+00:00,review,1.0,Mister Softee,39.858601,-75.063208,Runnemede,NJ,"Ice Cream & Frozen Yogurt, Restaurants, Food Stands, Food, Food Trucks",4.0,136,1
-8lbUNlXVSoXqaRRiHiSNg,z9-8KvMAlVK46De-G3sNJQ,2015-03-15 19:01:15+00:00,tip,,Blenders In The Grass,34.4193109,-119.6985193,Santa Barbara,CA,"Fast Food, Food, Acai Bowls, Juice Bars & Smoothies, Restaurants",4.0,239,1
-8lbUNlXVSoXqaRRiHiSNg,gdEZfd6RFXYmmXX71RDvbA,2015-03-21 17:56:12+00:00,review,4.0,C'est Cheese,34.422317,-119.698081,Santa Barbara,CA,"Specialty Food, Cheese Shops, Cafes, Restaurants, Breakfast & Brunch, Wine Bars, Sandwiches, Food, Event Planning & Services, Caterers, Bars, Nightlife",4.5,272,0
-8lbUNlXVSoXqaRRiHiSNg,j3rAeZ9rnUwEDEQJQ7OWDQ,2015-04-04 21:09:28+00:00,review,4.0,Aladdin Cafe,34.4122519,-119.8552878,Isla Vista,CA,"Arabic, Food, Sandwiches, Bars, Restaurants, Breakfast & Brunch, Hookah Bars, Greek, Salad, Nightlife, Middle Eastern, Mediterranean",4.0,151,0
-8lbUNlXVSoXqaRRiHiSNg,6m4A_ciUZn1G302yx1YV1w,2015-04-04 21:11:39+00:00,review,5.0,Santa Barbara Public Market,34.4236050501,-119.7069126141,Santa Barbara,CA,"Specialty Food, Grocery, Farmers Market, Shopping, Restaurants, Public Markets, Local Flavor, Food",4.0,270,1
-8lbUNlXVSoXqaRRiHiSNg,_kJzi_k6LwtE3phJFxNOzA,2015-04-04 21:13:53+00:00,review,4.0,Sorriso Italiano,34.4128503926,-119.8571275625,Isla Vista,CA,"Italian, Restaurants",4.0,137,0
-8lbUNlXVSoXqaRRiHiSNg,06pNHtxgPhGhZpM0Z2uzNw,2015-04-04 21:18:29+00:00,review,5.0,Hollister Brewing Company,34.42949848,-119.8711372792,Goleta,CA,"Restaurants, Food, Breweries, American (Traditional), Brewpubs",3.5,550,1
-8lbUNlXVSoXqaRRiHiSNg,Ss6f5v_t5Vddiaz4ZOxL0g,2015-04-04 21:29:04+00:00,review,5.0,Andersen's Danish Bakery & Restaurant,34.422719,-119.703303,Santa Barbara,CA,"Modern European, Nightlife, Bars, Restaurants, Bakeries, Wine Bars, Food, Scandinavian, Breakfast & Brunch",4.0,1106,1
-DLVCiMg_uM0ihm8PcHWcw,S2Ho8yLxhKAa26pBAm6rxA,2021-05-19 02:38:38+00:00,review,3.0,Creole House Restaurant & Oyster Bar,29.9522129,-90.0671158,New Orleans,LA,"Cajun/Creole, Seafood, Restaurants, Breakfast & Brunch",4.0,1594,1
-DLVCiMg_uM0ihm8PcHWcw,SJIQFKTW6uUsOo29w9IHxw,2021-05-20 03:57:32+00:00,review,5.0,Mambo's,29.9566684,-90.0676513,New Orleans,LA,"Cocktail Bars, Soul Food, Nightlife, Food, Desserts, Bars, Seafood, Cajun/Creole, Restaurants",4.0,1223,1
-DLVCiMg_uM0ihm8PcHWcw,8uF-bhJFgT4Tn6DTb27viA,2021-05-20 17:05:50+00:00,review,5.0,District Donuts Sliders Brew,29.9294259,-90.0770687,New Orleans,LA,"Food, Donuts, Burgers, American (Traditional), Coffee & Tea, Restaurants",4.5,2062,1
-DLVCiMg_uM0ihm8PcHWcw,VVH6k9-ycttH3TV_lk5WfQ,2021-05-20 18:00:55+00:00,review,4.0,Willie Mae's Scotch House,29.9691953,-90.0789638,New Orleans,LA,"Comfort Food, Restaurants, Southern",4.5,3582,1
-DLVCiMg_uM0ihm8PcHWcw,9HvjjSwxxubIhG6E_sObfQ,2021-05-20 18:05:06+00:00,review,4.0,NOLA Poboys,29.9603292,-90.0637834,New Orleans,LA,"Cajun/Creole, Restaurants, Sandwiches, Seafood",4.0,1269,1
-DLVCiMg_uM0ihm8PcHWcw,eCikDKFbaeYVNdCD2beX0Q,2021-05-21 11:11:03+00:00,review,3.0,Dat Dog,29.9636870779,-90.057633303,New Orleans,LA,"Cajun/Creole, American (New), Hot Dogs, Restaurants, Comfort Food",4.0,1038,1
-EYAh6B8abzsq8ld_XGoRw,Y9CWVffIrTYCXE9PVreerQ,2015-08-08 23:54:09+00:00,review,3.0,SOHA Bar and Grill,38.6119757,-90.2881053,Saint Louis,MO,"Gastropubs, Restaurants",4.0,193,1
-EYAh6B8abzsq8ld_XGoRw,U0sjKBnSMN5SnWd_xU4GrQ,2017-02-09 18:42:48+00:00,review,5.0,Chuck A Burger Drive-In,38.713318,-90.3542614,Saint Louis,MO,"American (Traditional), Burgers, Diners, Restaurants, Fast Food",4.5,122,1
-EYAh6B8abzsq8ld_XGoRw,AtQLrRpQan7UtJcIAo9hsA,2017-02-10 00:34:34+00:00,review,5.0,Jilly's Cupcake Bar & Café,38.6611563,-90.3563168,St. Louis,MO,"Bakeries, Cupcakes, Food, Desserts, Restaurants, American (New), Cafes, Ice Cream & Frozen Yogurt",3.5,467,1
-EYAh6B8abzsq8ld_XGoRw,r1n7prN3Q2XQ9oPYstyr_Q,2017-02-10 01:13:18+00:00,review,5.0,Cibare Italian Kitchen,38.5308368,-90.2644983,St. Louis,MO,"Restaurants, Italian",4.0,50,1
-EYAh6B8abzsq8ld_XGoRw,f5VqTIMC-9Iw747SwhS0rg,2017-03-15 18:53:43+00:00,review,4.0,IKEA Restaurant,38.633182,-90.244039,St. Louis,MO,"Mattresses, Home Decor, Furniture Stores, Restaurants, Scandinavian, Home & Garden, Home Services, Shopping, Breakfast & Brunch, Interior Design",3.5,218,1
-EYAh6B8abzsq8ld_XGoRw,DP8LHuAkXUeBxMxdn1WSHA,2017-03-21 15:33:11+00:00,review,1.0,Jack in the Box,38.5485354,-90.2932279,Saint Louis,MO,"Restaurants, Mexican, Fast Food, Burgers, Breakfast & Brunch, Tacos",1.5,31,1
-EYAh6B8abzsq8ld_XGoRw,oiD4N-h7GotnsiXEa4Er5g,2017-05-10 06:12:21+00:00,review,4.0,Mellow Mushroom,38.5491355,-90.4064529,St. Louis,MO,"Sandwiches, Bars, Restaurants, Pizza, Nightlife, Salad",3.5,337,1
-EYAh6B8abzsq8ld_XGoRw,20-EyTyDc2-a30iDAQj64g,2017-06-14 03:11:49+00:00,review,1.0,City Diner,38.6016372761,-90.2427568819,Saint Louis,MO,"American (Traditional), Local Flavor, Restaurants, Diners, Food",3.0,372,1
-EYAh6B8abzsq8ld_XGoRw,_lhZfvb-IcH4uj9eXPJYNw,2018-01-10 01:31:20+00:00,review,2.0,Buffalo Wild Wings,38.5044808256,-90.4449139443,Fenton,MO,"Chicken Wings, Sports Bars, Restaurants, American (Traditional), Bars, Nightlife",2.5,58,1
-EYAh6B8abzsq8ld_XGoRw,ELUxZOuHj2MrMXV3mg3zVQ,2018-01-27 02:25:47+00:00,review,5.0,Three Monkeys,38.6026628,-90.2616698,Saint Louis,MO,"Pizza, Nightlife, Breakfast & Brunch, Restaurants, Bars, American (Traditional)",3.5,341,0
-EYAh6B8abzsq8ld_XGoRw,Ym8E4Lgi3IfH53YuG5WxIg,2018-10-06 15:51:50+00:00,review,3.0,Golden Corral Buffet & Grill,38.7782803,-90.5289209,Saint Charles,MO,"American (Traditional), Restaurants, Buffets",2.0,34,0
-Hm4V0KMXftGms0O-uHZiw,QSaaJmlg4FiciNalny9LbA,2016-05-28 21:38:16+00:00,review,4.0,54th Street Grill & Bar,38.440313,-90.376908,Arnold,MO,"Nightlife, American (Traditional), American (New), Bars, Restaurants, Burgers, Salad",3.0,61,1
-Hm4V0KMXftGms0O-uHZiw,KOOutUHYJWJKsC71JKHV5Q,2016-06-25 14:43:06+00:00,review,2.0,County Seat Cafe,38.8085794673,-89.952017989,Edwardsville,IL,"Southern, Comfort Food, Restaurants, Breakfast & Brunch, American (Traditional), Sandwiches",2.5,40,0
-Hm4V0KMXftGms0O-uHZiw,safMQyVBMEmShEaXM140Ug,2016-06-25 21:06:23+00:00,review,2.0,La Casa Mexicana,38.7913516975,-89.9531494667,Edwardsville,IL,"Restaurants, Mexican",3.5,81,1
-Hm4V0KMXftGms0O-uHZiw,qa0LSF3qMsnxFRROeEQaXA,2016-11-27 00:28:27+00:00,review,1.0,Who Dat's,38.670321,-89.9852960095,Collinsville,IL,"Event Planning & Services, Cafes, Southern, Restaurants, Cajun/Creole, Caterers",3.5,92,1
-MiV-B9p4rO652My4HjYlA,EgaTZYWDHpv7yA45aO0ROg,2017-06-04 03:32:01+00:00,review,5.0,The Lost Cajun,36.3223490059,-86.5978991734,Hendersonville,TN,"Soul Food, Food, Restaurants, Seafood, Cajun/Creole",4.5,348,1
-MiV-B9p4rO652My4HjYlA,zSqTndm5Alq9dW1PyzbdTA,2018-04-08 22:27:38+00:00,review,5.0,Grand Isle,29.9475671,-90.0651152,New Orleans,LA,"Seafood, Southern, Food, Live/Raw Food, Restaurants, Desserts, Local Flavor",4.0,588,1
-MiV-B9p4rO652My4HjYlA,DcBLYSvOuWcNReolRVr12A,2018-04-08 22:30:15+00:00,review,5.0,Drago's Seafood Restaurant,29.9475628172,-90.0633108616,New Orleans,LA,"Restaurants, Seafood",3.5,3160,1
-MiV-B9p4rO652My4HjYlA,FEXhWNCMkv22qG04E83Qjg,2018-04-08 22:30:41+00:00,tip,,Café Du Monde,29.957525,-90.061861,New Orleans,LA,"Flowers & Gifts, Gift Shops, Cafes, Restaurants, Coffee & Tea, Donuts, Food, Souvenir Shops, Shopping",4.0,1880,1
-PR-NbnExaqupp8rJRHB8g,qSy3Ue3KlzFFXBKwZTbofg,2017-12-08 18:03:21+00:00,review,5.0,Fort Taco,38.6115411,-90.3371705,Saint Louis,MO,"Restaurants, Mexican",3.5,188,1
-PR-NbnExaqupp8rJRHB8g,jci-jrsso9Ucn7r_kMsYAA,2017-12-08 18:12:28+00:00,review,1.0,El Maguey,38.681343,-90.495648,Chesterfield,MO,"Mexican, Restaurants",3.0,63,1
-PR-NbnExaqupp8rJRHB8g,5OX3v2Mn1KiEWrLZtL5DFw,2017-12-08 18:14:01+00:00,review,5.0,Manee Thai Restaurant,38.594765,-90.519614,Ballwin,MO,"Restaurants, Thai",4.0,185,1
-PR-NbnExaqupp8rJRHB8g,YPTYOQO8Lg9BtHsRwYBY7g,2017-12-08 18:16:09+00:00,review,5.0,Mai Lee,38.627621,-90.337439,Saint Louis,MO,"Restaurants, Chinese, Vietnamese, Vegetarian, Asian Fusion, Noodles",4.0,966,1
-Q-PQD7nZ1dhADQTYwlsOA,t07Pof3RG7i-4DdZ5pYdaQ,2017-12-08 03:33:53+00:00,review,4.0,CoreLife Eatery,39.9060987371,-86.0939471329,Indianapolis,IN,"Restaurants, American (New), Soup, Cafes, Salad, Noodles",4.5,331,1
-Q-PQD7nZ1dhADQTYwlsOA,_WgHwh1otHKk_cS3TRcaug,2017-12-08 03:38:03+00:00,review,4.0,BurgerFuel Broad Ripple,39.8702559,-86.1432927,Indianapolis,IN,"Restaurants, Burgers",4.0,375,0
-Q-PQD7nZ1dhADQTYwlsOA,Pv0UQ6EIQokMLkrn-GDDDA,2017-12-08 03:41:37+00:00,review,3.0,Portillo's Hot Dogs,39.9564802,-86.0047347,Fishers,IN,"Hot Dogs, Restaurants, Burgers, Salad",3.5,599,1
-Q-PQD7nZ1dhADQTYwlsOA,giZiBjtn512erH6JX8kD-Q,2017-12-08 03:44:03+00:00,review,2.0,Tijuana Flats,39.928281,-86.024787,Fishers,IN,"Mexican, Tex-Mex, Restaurants",4.0,210,1
-Q-PQD7nZ1dhADQTYwlsOA,hKyTrQ_Ek96Astl9lQ3fMQ,2017-12-11 03:15:09+00:00,review,4.0,Hiro Hibachi Express and Sushi,39.980366,-86.0027062,Fishers,IN,"Sushi Bars, Salad, Japanese, Restaurants",4.5,166,1
-Q-PQD7nZ1dhADQTYwlsOA,v5hCB55uWA97qj_Ww8DHqw,2017-12-30 01:52:18+00:00,review,5.0,Mimi Blue Meatballs,39.971494,-86.1514081,Carmel,IN,"Bars, Breakfast & Brunch, Nightlife, Wine Bars, Salad, American (Traditional), Restaurants, Sandwiches",4.5,286,0
-Q-PQD7nZ1dhADQTYwlsOA,InR_GtAeH4YjQJfYeKHo0w,2018-01-08 16:41:01+00:00,review,4.0,Blaze Pizza,39.7798851,-86.1726981,Indianapolis,IN,"Pizza, Gluten-Free, Restaurants, Salad, Fast Food",4.0,323,1
-Q-PQD7nZ1dhADQTYwlsOA,n5_-q6KZ5VCfHTZXh3nsvw,2018-01-08 16:43:16+00:00,review,5.0,Yats,39.927628879,-86.0200296146,Indianapolis,IN,"Cajun/Creole, Restaurants",4.5,236,1
-Q-PQD7nZ1dhADQTYwlsOA,NDzQFHW671hbB-aArOy12A,2018-01-21 15:07:19+00:00,review,5.0,Chapati,39.8425741691,-86.2544556611,Indianapolis,IN,"Middle Eastern, Halal, Pakistani, Restaurants, Indian",4.5,636,1
-Q-PQD7nZ1dhADQTYwlsOA,LKkqVY9l-etpRR454i0h-A,2018-03-04 14:55:23+00:00,review,4.0,Noble Romans Craft Pizza & Pub,39.9587577,-86.0388553,Fishers,IN,"Beer Bar, Nightlife, Wine Bars, Pizza, Restaurants, Bars, Pubs",3.5,91,1
-Q-PQD7nZ1dhADQTYwlsOA,qNBKRYXQikC8TmLVI1Fhgg,2018-04-23 02:11:14+00:00,review,4.0,Three Carrots,39.768782,-86.153536,Indianapolis,IN,"Vegetarian, Food Stands, Vegan, Restaurants",4.5,294,0
-Q-PQD7nZ1dhADQTYwlsOA,t07Pof3RG7i-4DdZ5pYdaQ,2021-12-29 16:12:15+00:00,review,5.0,CoreLife Eatery,39.9060987371,-86.0939471329,Indianapolis,IN,"Restaurants, American (New), Soup, Cafes, Salad, Noodles",4.5,331,1
-Q-PQD7nZ1dhADQTYwlsOA,Y-0ClvJtocPYzrM0SS3Rdw,2021-12-29 16:14:03+00:00,review,5.0,Samano's Mexican Food,39.9570946629,-86.0176616969,Fishers,IN,"Restaurants, Mexican",4.0,136,1
-QmEKJ_CzZnT9biZHddfZQ,GUMVStVaJfWmCIpQA4TtHg,2015-01-09 08:21:12+00:00,review,2.0,Crazy Sushi,39.952045,-75.17167,Philadelphia,PA,"Restaurants, Japanese, Sushi Bars",4.0,550,1
-QmEKJ_CzZnT9biZHddfZQ,GUMVStVaJfWmCIpQA4TtHg,2015-01-09 08:50:43+00:00,tip,,Crazy Sushi,39.952045,-75.17167,Philadelphia,PA,"Restaurants, Japanese, Sushi Bars",4.0,550,1
