user_id,cluster_id,hub_size,hub_lat,hub_lon,hub_rank
167omeb1w3nnsgG_XsNJYA,0,6,36.1596364929,-86.77708791003333,1
16c91F4TZSA_WjO4XmsBMg,0,32,39.76972840878125,-86.15225447404063,1
1OsvnngVv7faatPCykZcjA,0,5,39.70333539012,-75.67650926398,1
1PDpJNO1t-BsPZWM6zperQ,0,3,40.256584646966665,-74.79119659759999,1
1PEpIGgb2dJO120MEfPbIg,0,12,43.615862291058335,-116.21065937231667,1
1PEpIGgb2dJO120MEfPbIg,1,4,43.69309059425,-116.35337760885,2
1Xx0GXRCFEPMc8GWVR-WRA,0,3,39.48256133333334,-119.77895006666667,1
1ZLJs1J-eYuSL9V9cjClNA,0,5,29.955757246119997,-90.06736587948001,1
1_ereNz73hcAbYill07O4g,0,5,39.9540774462,-75.16658243742,1
1deDzlWUCW8JUhODGBbB5w,0,16,32.228425905406255,-110.9396714572375,1
1ip4bTJgXwbNBSVsyS3E8A,0,3,39.836140589033334,-75.10830449273334,1
1kCh5bef88kJuEROh_x0qg,0,7,29.933466396357144,-90.08454643897143,1
1pCMgUubbT55bEi2_xw0gQ,0,5,39.89203911636,-75.321998416,1
1s00HiDgj8kTyF4BWUAhRg,0,5,38.653370670499996,-90.32837071638,1
1s00HiDgj8kTyF4BWUAhRg,1,4,38.623474392275,-90.226411883475,2
1toLeDRKxW72eybEI_Lz2Q,0,7,36.14492910722857,-86.79449914285715,1
2-iZ3lifB5gGWcpP6EgCCw,0,4,38.638096169575,-90.27957223314999,1
2E2NzYDjIk7dL3TcOl1NxA,0,4,38.778508738575006,-90.50581008727501,1
2FY3ETpGCbFPOOHmCGSXig,0,6,39.73422920511667,-75.08578605173334,1
2Hdot8bpjmvtBLLZWXOPMQ,1,6,39.7553866104,-75.34856917703333,1
2Hdot8bpjmvtBLLZWXOPMQ,0,5,39.58713806596,-75.07310467686,2
2Ij6ZjcsarLIOWNfgmVKcw,0,12,39.9536139215,-75.172916356025,1
2JfNOO7Cv5eTVOTeIYKkaQ,0,9,34.42866676788889,-119.7331254982889,1
2LINyz4Yl7aFlkInyL0KvA,0,7,35.91264809572858,-86.87448461265714,1
2MZ7wSCTQtxEAYCvVueTag,0,9,39.94590866596667,-75.15010111884446,1
2YhDjr0PcilkN_dcp16R6Q,0,5,36.131722061560005,-86.79716044518,1
2a-J1TbyFZKcAJ1Ap5MUrw,0,6,39.960094467716665,-75.15684493598333,1
2a9uyq3zsX5RIxG_jtpM4Q,0,124,39.9478651359637,-75.16079439715483,1
2a9uyq3zsX5RIxG_jtpM4Q,1,10,39.936816418259994,-75.00303012332,2
2a9uyq3zsX5RIxG_jtpM4Q,2,7,40.0054947,-75.29118275985715,3
2db7UH7qOD35M__0wZKt4w,1,8,29.95545506125,-90.0630089220125,1
2db7UH7qOD35M__0wZKt4w,0,4,39.952237683549995,-75.16166585005,2
2i89rpEFc6_dqhdWmXtMaQ,1,6,28.117377732349997,-82.3868548469,1
2i89rpEFc6_dqhdWmXtMaQ,0,5,27.93756750546,-82.47660312144,2
2lEyb6TyMTaB8IFV62sCAA,0,4,39.953371825825,-75.167425753025,1
2nnCLoNSBITdQjXaBdLIdA,0,4,43.60228860975,-116.303976979325,1
2pIVRpHric00N2HCHmKV9w,0,5,39.9597914624,-75.60548586148,1
2tIN9jTDxEoF-gSRSnUkPw,0,7,29.94847076218571,-90.07321764658572,1
2wvdpjLgbY4RvOoDrJ1tEA,0,6,53.53762735,-113.5278589,1
30F5TB8825KDsfVrnQTKsw,0,3,27.77715733333333,-82.41261683333333,1
30F5TB8825KDsfVrnQTKsw,1,3,28.0615966583,-82.7086955757,2
328rVFXP8uJQjh8vy7HZ4Q,0,7,39.76830522857143,-86.15602906878571,1
32EIO-AvcxA5WBTVZWdW1A,0,5,39.96208941818001,-75.1465332664,1
32EIO-AvcxA5WBTVZWdW1A,1,4,39.9229098012,-75.02003190719999,2
3CSPAKNl9RqZm0I-ZN7IvQ,0,9,28.015669633444443,-82.13775592863334,1
3CSPAKNl9RqZm0I-ZN7IvQ,1,5,27.923494946060003,-82.2991452103,2
3Cj25SsNE1ZuaWX75Xr4rA,0,5,29.95610069406,-90.0670895397,1
3DWDH5MJbfS1g_MXmNbf4w,0,5,27.90686424786,-82.31617848714001,1
3JcNV0lGNwk4eQzVT1rF8Q,0,7,39.949836825657144,-75.15685556777143,1
3MjgnP15DVSFer9SFI3Bkw,0,6,39.94177040176667,-75.05293647638332,1
3RqYAJfEJDxIpX3xjnCmLw,0,78,39.94946121533077,-75.16681471181538,1
3RqYAJfEJDxIpX3xjnCmLw,1,4,27.94517475,-82.45819265,2
3RqYAJfEJDxIpX3xjnCmLw,2,4,36.16437702725,-86.78213550877501,3
3Z04sdgq22PYtrNswSfz6g,1,7,27.93674346502857,-82.49455669432858,1
3Z04sdgq22PYtrNswSfz6g,0,4,28.1862575598,-82.349623023975,2
3aDmSX1qvq49rqcJQlywnw,0,22,40.058641625081826,-75.40160270769545,1
3bIbqh4KqGx4fRaccLjThA,0,22,39.53030867458636,-119.79110505841818,1
3edsm9Faeg3JoPVC7AJ0HA,0,22,27.773703549936364,-82.6447181806591,1
3fEC7SxwGoUH4yWny_x4og,0,7,34.42568757117143,-119.85122934404286,1
3jLOQJHkRk-qQARirCByYQ,0,5,28.15150372,-82.7593945692,1
3jLOQJHkRk-qQARirCByYQ,1,5,27.774339520160005,-82.6616735825,2
3lx4zwjar1Tsdvd4HCo4jg,0,9,39.74673368403333,-75.09692702695554,1
3uNaBdaSDghV4mWN1WWWCw,0,27,38.617621814792585,-90.28654574067777,1
3yTBmOgMBYNmFXe1PNSssw,0,5,39.68647706,-75.67005678,1
3yTBmOgMBYNmFXe1PNSssw,1,4,39.7331271807,-75.6342830965,2
41MkK8zdg__ryOQnzzuSlw,0,3,38.65322283333333,-90.34051146666667,1
4LEgzB8iCt-ELL8RkOyxVg,0,4,40.3192655,-75.130184325,1
4LEgzB8iCt-ELL8RkOyxVg,2,4,39.947864775,-75.157336825,2
4LEgzB8iCt-ELL8RkOyxVg,1,3,40.347321999466665,-75.03093743533334,3
4MUAGuqUKJtHPn1rOoXdtg,0,8,40.0622029605625,-75.666898733075,1
4OcTMOPBwY-IET2Qi6e9GA,0,11,29.94397369913636,-90.09276485432727,1
4QnCNzp1jpMPaS0AnjYBLg,0,10,38.6374055892,-90.24642736305,1
4TWxEoflOQB-0BIxD_PsYw,0,4,29.947708719525,-90.07214685404999,1
4UwB9p2W1JV2wrkXPWXwwQ,0,7,39.95558056551429,-75.15645349465716,1
4XAigL1jG_J1ZwC9Hu6ZQg,0,18,38.586317621638884,-89.94842291311667,1
4XAigL1jG_J1ZwC9Hu6ZQg,1,3,38.514239266666664,-89.95950106666665,2
4YHpWfw2_0mFuEset7pLfA,1,7,35.98056748377143,-86.54704957142857,1
4YHpWfw2_0mFuEset7pLfA,0,3,39.9143188143,-86.10759244396667,2
4kLNVonQ7k4bAwtL4leRbw,0,8,29.9547289702,-90.0700513218125,1
4ncqeCTfDWRd-8SUVcDvSg,0,4,36.192572428525,-86.51785131075,1
4tvekNNUXGGbStdhwJOM_A,0,9,39.61322077351112,-86.1568694288889,1
4tvekNNUXGGbStdhwJOM_A,1,3,39.66465172373333,-86.19830716666667,2
4urNhVtE0u0Eq9djxQqOMA,0,3,43.6180185631,-116.20398555596667,1
4v9Wc4MX0A6HHGfkghbhZg,0,45,38.71026261285556,-90.4024389245711,1
4x2YP5HRi4z1mSI29YC_Ug,0,5,38.76941914794,-90.50201841544,1
4yhFQ41Ju_QrEEyR-bnAZA,0,5,29.956053799799996,-90.06768158966001,1
505f6LjP1Y_ofO29BuIn0A,0,3,40.013719566666666,-75.30354416666667,1
50rxO0T8Z_5azw-V3dJLpg,0,7,29.966794849614285,-90.09035683064285,1
51Mzh0f6vH0-ZiXj9jFVhw,0,5,39.70770367680001,-75.10241298707999,1
51Mzh0f6vH0-ZiXj9jFVhw,1,3,39.9444576159,-75.15312838163334,2
53-0CIUo-pd5ysfvHXb2yQ,0,5,34.420006279039995,-119.69906234932,1
56QSLA3M13Xk1YQ0pXa5tg,0,64,39.52063436285937,-119.80230247623126,1
57isKa2QYAhBmSw0phrRDg,0,3,36.307044033333334,-86.70048933333334,1
5CHSYIv5X8ybaA0LndWaEQ,0,5,36.17398826,-86.76172892,1
5DL6Gx3zdZb8YXtlpFhmkw,0,8,27.76496184515,-82.6497748598875,1
5FYEtbk8dSSp63LA7fu1Lw,0,3,39.9436931219,-75.16699524743335,1
5Fjs7GKqFu1Feg6-RufCuA,0,43,39.94237453801163,-75.16011092543954,1
5Fjs7GKqFu1Feg6-RufCuA,1,3,40.0256755572,-75.0605506599,2
5Fwg3IQNXb_VRwC6revvpg,0,5,27.983002040000002,-82.7199902,1
5Fwg3IQNXb_VRwC6revvpg,1,5,28.03822598,-82.66363328,2
5G6P9ctMoLtkOe9jRTSONw,0,5,39.935659357,-75.15670909048,1
5K0fBWj5bek3vGU3Svf61Q,0,5,29.95592713752,-90.06673866684,1
5ORHA1uWD3GxWq5DlEZU7g,0,5,29.94178609424,-90.09984377020001,1
5P62O12MbDoeyIID4Kyrng,1,4,29.9548275575,-90.06549081275,1
5P62O12MbDoeyIID4Kyrng,0,3,36.1530222,-86.78552303333333,2
5Sa5eBLh--gQ740BUPETtA,0,5,29.955462360000002,-90.06860386000001,1
5VRu5uB7ORo0mUYKpGYz2w,0,5,40.03188626982,-75.67834897590001,1
5_Lyyx0QxzBWes-rWX2qWw,0,18,27.794670250844444,-82.66467999502223,1
5_Lyyx0QxzBWes-rWX2qWw,1,4,27.737025324999998,-82.74811422500001,2
5_Lyyx0QxzBWes-rWX2qWw,2,3,27.8018589,-82.80229179999999,3
5fyBgjLIT-Tt6rXIb9QllQ,0,3,27.9367364956,-82.4910726313,1
5pz-aXTubStlIgjp28Rdaw,0,5,39.9448861322,-75.15680997394,1
5uhZbK8Fu_VD71zzwtVQ_Q,0,11,29.957354682654543,-90.06743648835455,1
5uthbpu4AkVeFfNBIPBjZA,0,4,38.6324569493,-90.20248229307501,1
5yZr0ZOYqPykAXWTNHS4Sw,0,64,39.83522862037188,-86.1379567716422,1
5yZr0ZOYqPykAXWTNHS4Sw,1,41,39.913823699578046,-86.24808420387073,2
5yZr0ZOYqPykAXWTNHS4Sw,2,3,39.96567439406667,-86.1573855474,3
65ImPKzTM8FDDLEScDjVFw,0,5,39.95299774,-75.16911716,1
68963__E9ipbuaEKjEkfRQ,0,5,32.3495372459,-111.07707444282,1
6C8Ne6yRu6TzBLbhfhdduw,0,135,39.95192087176148,-75.16449196359184,1
6DZZO3lH_u6riY9PxAmF7g,0,4,40.168259112475,-75.052694649,1
6I5oZmEkXEzJiVGyrqecTw,0,3,27.804127933333334,-82.74983236666667,1
6Nbc29KSLuses46gGiQmNw,0,6,27.889071696000002,-82.33078014273333,1
6OfZD5jh5VdKu0iesOiggA,0,16,39.806272151787496,-86.27547560674375,1
6OfZD5jh5VdKu0iesOiggA,2,10,39.93143010124,-86.19206996634,2
6OfZD5jh5VdKu0iesOiggA,1,7,39.77147433031429,-86.15482730769999,3
6OfZD5jh5VdKu0iesOiggA,3,3,39.86964447576666,-86.13873669746665,4
6Tbarl0uObmmhRpTagSHeA,0,6,43.61282312305,-116.21189865654999,1
6ULWXgDTwp-d91927AcnbQ,0,7,39.94568558571429,-75.16128492857145,1
6VEL7i246NsaHu4T_1WTvA,0,7,39.74557843648571,-75.56712162519999,1
6VEL7i246NsaHu4T_1WTvA,1,3,39.8392661136,-75.53666430060001,2
6WxhaJVulNUUsNZJ7waaGw,0,37,39.97364577805135,-75.20466920556215,1
6WxhaJVulNUUsNZJ7waaGw,1,4,40.011445525,-75.22172315,2
6eCRJd8XL94hVBZyOS5Cgg,0,3,27.77771376666667,-82.6465316,1
6fLYq0zPb46LTl4i5R6QdQ,0,7,39.95289792931429,-75.17509910552857,1
6icu2w2Llljakm5CrOYoVg,0,14,39.95402226627857,-75.16103738513571,1
6icu2w2Llljakm5CrOYoVg,1,3,39.92121618043333,-74.98259254083332,2
6mFXqES400I4b4tpEuCSwg,0,37,32.27073279751892,-110.88911297296757,1
6pIs1ACiUCAMN5QlV-hhjQ,0,3,28.0027499617,-82.8021137106,1
6q-QDrPQSjbE3qpWazjphg,0,9,27.698676788888886,-82.73354123333334,1
7-yZhJfvsUC7ru2H6h965Q,0,3,27.9808026617,-82.8267961106,1
73xRtTbE-vw07Nufyp5twg,0,8,36.153622698825004,-86.77790980969999,1
79xmVhmZTwEfkKd2K9cBcA,0,4,32.229668677975,-110.953296984875,1
7D8Nkcb6ujJCGIBkQ93Nhw,0,4,38.629546169175,-90.19295356605,1
7D8Nkcb6ujJCGIBkQ93Nhw,1,3,29.9553786102,-90.06175859913333,2
7Eq71a1cwHZ-T-k9pusdlw,0,17,39.94644862818235,-75.16920414841177,1
7J-yjbrIkrtsEh1J41a6dA,0,23,29.971067989243476,-90.10471754694781,1
7PX0tBKF2SEXZL8nfkoz6A,0,3,40.12413746666667,-75.03109463333332,1
7PX0tBKF2SEXZL8nfkoz6A,1,3,39.9572448354,-75.15455769936666,2
7PZ3zf7imfiqU-Dyau5JOA,0,18,29.941204386027778,-90.08378209395556,1
7PZ3zf7imfiqU-Dyau5JOA,1,4,30.006189475,-90.16452785,2
7YXyZp00JU_PjSyLCDpITg,0,3,38.676514612733335,-90.46229486266667,1
7_bkOv2-rqxI_IxoxO7fcw,0,5,27.94913668416,-82.46373198978002,1
7a5xVAMhxn9StliGtvyVXw,1,7,39.951772743971425,-75.16152951474285,1
7a5xVAMhxn9StliGtvyVXw,0,5,40.25249967463999,-75.30695838644002,2
7dG76pMZyJ_450sDpomwQg,1,9,39.93748848126667,-75.3891088619111,1
7dG76pMZyJ_450sDpomwQg,0,6,39.87221935861667,-75.5907995948,2
7dG76pMZyJ_450sDpomwQg,2,3,39.96137468406667,-75.61470719886665,3
7ihniF9YdlXsObIYPHZ9Zg,0,5,29.951241617479997,-90.07912824616,1
7lQr595yf07nYmgQ-DChgA,0,9,53.520610881555555,-113.50446139317778,1
7uOr2_NMoIUJDzTgicmbLw,0,4,34.426474075,-119.71198257500001,1
7yA1eM8IyKFa8zJxQfUFng,0,9,39.94367730602222,-75.1689204024889,1
7yA1eM8IyKFa8zJxQfUFng,4,8,29.9569982025125,-90.07073980832499,2
7yA1eM8IyKFa8zJxQfUFng,6,6,39.67854512118333,-75.67593986406666,3
7yA1eM8IyKFa8zJxQfUFng,3,5,40.09299524168,-75.37800504565999,4
7yA1eM8IyKFa8zJxQfUFng,1,4,39.6564807881,-75.5248494,5
7yA1eM8IyKFa8zJxQfUFng,2,4,39.707316326275,-75.602843717475,6
7yA1eM8IyKFa8zJxQfUFng,5,4,39.818845311800004,-75.4503378726,7
7yA1eM8IyKFa8zJxQfUFng,9,4,40.0674979951,-75.5360507394,8
7yA1eM8IyKFa8zJxQfUFng,7,3,40.16731718,-75.0459606,9
7yA1eM8IyKFa8zJxQfUFng,8,3,39.9052195996,-74.96599037543332,10
83kydCNDNi5cQuh3ILLVvg,0,23,28.041500252082603,-82.44203193156959,1
83kydCNDNi5cQuh3ILLVvg,1,7,27.939399021899998,-82.46654066025714,2
86UlfAuehJBlAm06GXzBFA,0,7,27.948465106257142,-82.45436775969999,1
86fipBwL3HjJd7c_UhtpNA,0,7,27.94841429957143,-82.28821371747144,1
87X_fbfge3a00aD-fJwgbA,0,4,30.004215170849996,-90.15790841744999,1
8GYPLFRdSl317EgD6Ox8Pw,0,18,29.95060178605,-90.07377638267776,1
8RRUjWq_JCojHHAHmwXpdw,0,18,27.920222311800003,-82.80065396114443,1
8RgVFXrRnyy6DVBe0SVCTw,0,6,39.91035431666666,-86.05242038333334,1
8Rsk_QxsheU01ali2ar0rg,1,5,36.02316944532,-86.70423859683999,1
8Rsk_QxsheU01ali2ar0rg,0,3,36.03410598996667,-86.78424240969998,2
8S8Vn_P5wQgC3LMDI7_uZA,0,5,29.940922426319997,-90.09167062846001,1
8WFVPJHCpaEQe9SeG8B7jg,0,5,36.04695932,-86.6913932,1
8atyZ5ZHLuN7dQoWqFfQeg,0,9,28.026336403066665,-82.46002100586665,1
8i44YNsLcG4QB_vYbOCdvw,0,37,39.48938130448919,-119.82011688750272,1
8i44YNsLcG4QB_vYbOCdvw,1,3,39.534360666666664,-119.72562733333332,2
8mjvoi3-CIuGGpFvIElj5g,0,3,40.01172473333333,-75.28361530000001,1
8oW8AgoDwIO8zObOD9IacQ,0,5,39.94895402806,-75.16864109024,1
8pD-h427Y_aDcPxhDR7z8g,0,162,36.14239999521667,-86.79778824260187,1
8qE3WisgXGm1nXxIBbM1Sg,0,7,39.88622096727143,-74.91953547347143,1
8sN5xAOSfcqvO-If6nF7Hg,0,6,40.34499472858333,-75.31675887530001,1
8sN5xAOSfcqvO-If6nF7Hg,1,3,40.31046253333333,-75.13014126666667,2
8xNsJ8Amji8xhaQ-3ABZ-w,0,10,39.91086828478,-86.10245550254999,1
8xNsJ8Amji8xhaQ-3ABZ-w,1,8,39.9152159486625,-86.224791808375,2
90LhNTiAW-yZ-02ks5QLIw,0,11,27.9076214031,-82.74031073326363,1
96YkaD7jVs4sXXoSytxogQ,0,6,29.9551428475,-90.06738067976669,1
9C2ztWzDKBkN1o1qtT77Tg,0,4,40.000938425,-75.291488225,1
9DiJLroN8jf1j5nxgWiBVw,0,3,40.02244353173333,-75.206146095,1
9FGFghIFROXJC6fpORsJaA,0,5,40.06020155462,-75.67105646524,1
9ME52ggZxDojxENEgQTFoQ,0,6,39.95208511721666,-75.16907126868334,1
9SyeNq0ln5WvBAiawzItCQ,0,8,34.398150126675006,-119.52005856374998,1
9SyeNq0ln5WvBAiawzItCQ,1,6,34.413004807933326,-119.70160131030002,2
9Tjl8JIBdRljx2qoNVOkkA,0,7,40.137436832685715,-75.44891818081429,1
9Tjl8JIBdRljx2qoNVOkkA,1,4,40.246728171475,-75.628854643675,2
9Tjl8JIBdRljx2qoNVOkkA,3,4,40.318259999999995,-75.60162174999999,3
9Tjl8JIBdRljx2qoNVOkkA,2,3,39.94782476753333,-75.1618823614,4
9UTJNIyd-W9u6X_XzY_EnQ,0,7,39.920085479128566,-86.09191747844284,1
9eqmrvVdTqIAtVnP4uErag,0,8,32.233486151799994,-110.95955503364999,1
9eqmrvVdTqIAtVnP4uErag,1,6,39.95130328833333,-75.16425011558333,2
9eqmrvVdTqIAtVnP4uErag,2,3,32.3187125,-110.91732133333335,3
9f5NZKt5ca05plBaJK8dbw,0,6,39.970666400000006,-75.13661691666665,1
9lmop9S70gBd8-xMeokSsQ,0,4,36.151096675,-86.793380475,1
9q8qKP-k3eDS1b19ozh_dg,0,28,39.93759336620714,-75.16652432501785,1
9rQ-1w3XcC4iPLZhdFpEoQ,0,15,29.941138863533336,-90.08302007262667,1
9uQZSsw1fxAW7sfa-uCNQA,0,5,36.130167140000005,-86.78435152,1
9ukBi_EHvEYMKfKJaXsCCQ,0,4,29.95582441775,-90.067676510975,1
A-Q8B87FqO4Ym6PW4w-a4w,0,3,39.528367165266665,-119.81428333366667,1
A7CIyRrCic7392kihfO9cw,0,25,27.754821222944003,-82.71493810194401,1
A7CIyRrCic7392kihfO9cw,1,3,27.820594233333335,-82.76451866666666,2
A7CIyRrCic7392kihfO9cw,2,3,27.976994572533332,-82.5451806096,3
A9tUlN3vJBxIIKSUAgIPAg,0,4,27.838614047599997,-82.70073871897499,1
A9tUlN3vJBxIIKSUAgIPAg,1,3,27.885348613466665,-82.82441281526665,2
APTXbNi0z1rndLT4RrZlPQ,0,4,36.162271358875,-86.76259249924999,1
AULMnhV2lvHeX1SyuwYpIg,0,8,39.7536849933625,-75.5938186959,1
AVHpzzL5nWK9DNj0iNhMuQ,0,8,39.771525307,-86.15136195365,1
AWl03RK1j1vCEtp9hZ1kGw,0,10,39.94315503076,-75.15829289505999,1
AbANvs8XMAynUaMX-yRwmA,0,23,32.25233676714348,-110.92373813043477,1
AbKQK0qWh0yS4zcKD63CJA,0,3,29.9718184589,-90.0770557931,1
AfccxjKm5bXDkMJmR4U_jw,0,5,29.95515859748,-90.06579578616001,1
AhWH6vJxwW_2X7px923s4A,0,4,34.435661775,-119.80929242500001,1
AnklF9Yl3-_WtnE3UVKhug,0,5,29.95302861956,-90.06579354,1
Anx6fA6jHXmLS7oaUFXJcw,0,133,32.23861960670676,-110.94397317410676,1
ApLNfKAZaoHra68RDqNc5A,0,3,27.94718814283333,-82.45814650486666,1
ApU6JH060NFwj-vWtYSnng,0,12,39.645821313199995,-86.111866362125,1
ApU6JH060NFwj-vWtYSnng,1,4,39.718682057849996,-86.14686776377499,2
AqMTCZQhrNE5wp8FfMdF4Q,0,4,39.9488107,-75.166349925,1
Ar0bSCVCwm2m7zknSqoJ7g,0,6,38.62585533521666,-90.19058710483334,1
B-zYhfJXIeorX7Au0szmuw,0,9,38.619453317688894,-90.26290674902222,1
B0WllkuBSbKiEQdba7oDqw,0,43,39.84873969035581,-86.12417828169767,1
B0WllkuBSbKiEQdba7oDqw,1,5,39.92026285208,-86.25388941952,2
B1Sd6x9y1pd4PWAGrHo3xw,1,5,27.95148616,-82.46701554,1
B1Sd6x9y1pd4PWAGrHo3xw,0,3,36.13260596666667,-86.77795573333333,2
B4JCtIWy5F_HdpOiWmoehQ,0,4,39.832109702375,-75.151660885125,1
B9XQV2_H31eGXc2u84DBrQ,0,6,29.94163567315,-90.08822968085,1
BCe4G7hipGralBrxP3zohg,0,3,36.147639726899996,-86.78191093790001,1
BF--mvZ0nX6EixyAn45MgQ,0,3,40.0313199127,-75.6289411073,1
BH0oRNG_gQ2_uHkNXu1BHw,0,11,40.04841143046363,-75.17261936804545,1
BHmMszxIdaIEYQ71m4UXwg,1,5,39.9527874564,-75.15316672,1
BHmMszxIdaIEYQ71m4UXwg,0,4,39.723943227525,-75.632876501525,2
BHmMszxIdaIEYQ71m4UXwg,2,3,40.04160866666667,-75.05805846666668,3
BJ3CCvFv9l8eNH_cun2C_g,0,4,29.956978600000003,-90.06563095,1
BJb7tRkFKouMM5dasjXghg,0,11,39.95057317528182,-75.15297758676364,1
BRk2yc1ax9NVPhBzhWGKJg,0,24,38.6422862242375,-90.2906286202,1
BT7wW9cag2NruuBjXSPa4g,0,3,39.94093870053334,-75.1661668172,1
B_6HlbxJIXCH1EpzTmKUEQ,0,7,34.419361150957144,-119.69824974515716,1
BfrmjP8vcYzE1NM_1iydUw,0,7,29.956267513300002,-90.06612797607143,1
BgZazgMoKPIb3aefyPH7nA,0,26,27.77911965971924,-82.64088168506922,1
