user_id,n_visits,n_unique_businesses_x,n_unique_points,n_hubs,noise_ratio,clustered_share,hub1_size,hub2_size,hub1_share,hub2_share,hub_dist_km,travel_range_km,max_dist_from_primary_hub_km,mobility_label,n_events,n_unique_businesses_y,start_time,end_time
-YXBkT3IAz1tUNKLtmvx0A,9,9,9,2,0.0,1.0,6,3,0.6666666666666666,0.3333333333333333,754.5350030842878,0.8499058116030059,2.9599712639182423,explorer,9,9,2012-08-20 20:26:05+00:00,2019-01-03 18:20:54+00:00
-ZQK7CcOHeMwsoG7qKBGkA,8,7,7,1,0.5,0.5,4,0,1.0,0.0,,1.4188029775217443,1.9251902199168653,explorer,8,7,2012-03-10 05:15:44+00:00,2019-05-27 00:12:16+00:00
-_yn1IOKetBJuPxfK6u8IA,56,55,55,1,0.07142857142857142,0.9285714285714286,52,0,1.0,0.0,,2.6518409870480033,8.696880445365707,one_area,56,55,2017-09-28 03:32:58+00:00,2021-10-10 15:46:26+00:00
-a3lBj2ulBxrIwZf4zdMTA,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,1.4201534470960615,2.24646832042876,sparse,5,5,2014-05-21 15:38:02+00:00,2015-02-17 17:54:00+00:00
-j1-ixhH0IhAlBXwdjpBug,6,6,6,1,0.5,0.5,3,0,1.0,0.0,,0.09876399864037594,0.10448170702279075,sparse,6,6,2014-01-08 02:26:30+00:00,2021-10-16 02:08:11+00:00
-l0-k3ezghmIHCtCnrTdLA,21,19,19,1,0.14285714285714285,0.8571428571428572,18,0,1.0,0.0,,3.0729766254200896,5.496843991749386,one_area,21,19,2015-07-12 16:00:22+00:00,2021-04-12 20:08:27+00:00
-l1bn8D8iZ0n9Q0PgIDGBA,15,11,11,2,0.26666666666666666,0.7333333333333334,7,4,0.6363636363636364,0.36363636363636365,3949.1185744986215,1.334431817994485,2.716529272826456,explorer,15,11,2012-08-07 04:13:20+00:00,2020-11-19 18:58:10+00:00
-mU1Bd61e_LQ38IKgd3i5Q,10,7,7,1,0.2,0.8,8,0,1.0,0.0,,2.657670846659303,3.6782080608631453,one_area,10,7,2018-12-14 19:30:45+00:00,2020-08-26 17:19:53+00:00
-pUJtDKDeYYBa7ZoyJFBMw,33,33,33,1,0.09090909090909091,0.9090909090909091,30,0,1.0,0.0,,3.05633685141187,6.3611833203415475,one_area,33,33,2015-01-30 20:20:46+00:00,2019-04-17 15:42:43+00:00
-psFb4sFsOm0oRLY2Kye0A,28,26,26,2,0.10714285714285714,0.8928571428571429,14,11,0.56,0.44,25.720816159720734,3.210139083653321,7.938068795592439,two_area,28,26,2014-08-03 02:56:20+00:00,2019-02-09 10:52:01+00:00
-vZrPZX54a1m-hqAKMTTWg,5,5,5,1,0.4,0.6,3,0,1.0,0.0,,1.1529553694351655,1.9854548059061634,sparse,5,5,2010-07-10 00:08:34+00:00,2014-08-25 16:37:29+00:00
-yQw7ugqK6j81yQSpI0BJQ,5,5,5,1,0.2,0.8,4,0,1.0,0.0,,0.13692381100698392,0.18390973798646196,sparse,5,5,2014-03-07 04:23:23+00:00,2016-01-25 19:56:35+00:00
0-VeqEryJUgtML9lSqvKMQ,6,5,5,1,0.3333333333333333,0.6666666666666667,4,0,1.0,0.0,,1.779610360082498,3.120919045251428,sparse,6,5,2012-05-22 00:20:43+00:00,2019-02-02 21:35:27+00:00
01uDjmkqP32bTkCHuWIKBA,7,7,7,1,0.42857142857142855,0.5714285714285714,4,0,1.0,0.0,,2.5187560501026836,3.932883410440291,sparse,7,7,2016-10-26 01:11:03+00:00,2017-03-18 01:04:09+00:00
02hZ8ZzZ1wJHFE1_fPuOwA,8,8,8,1,0.625,0.375,3,0,1.0,0.0,,4.446019001318624,4.516408558032411,sparse,8,8,2015-05-13 23:57:16+00:00,2019-05-30 00:39:54+00:00
07ZgihuH-9Ih5dyI9hxRvw,6,5,5,1,0.16666666666666666,0.8333333333333334,5,0,1.0,0.0,,0.5797061560142052,1.2571124835839846,sparse,6,5,2015-12-26 22:51:52+00:00,2015-12-31 23:52:06+00:00
0JpB9eEFeKER7UfY8dhxQA,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2017-06-27 01:41:45+00:00,2017-06-27 04:40:43+00:00
0NRrwhCDOv3jK2ZcKBnpQg,6,6,6,1,0.0,1.0,6,0,1.0,0.0,,0.7264070793698603,1.7607234921407116,sparse,6,6,2021-05-01 00:49:26+00:00,2021-05-14 04:03:43+00:00
0P3MgBcGzj-LtQA3lQXghw,5,5,5,1,0.2,0.8,4,0,1.0,0.0,,1.7303090936635352,3.2722564412216166,sparse,5,5,2019-08-16 02:01:35+00:00,2021-09-18 23:48:52+00:00
0QzRChUjM48JQarMb9t7ig,9,8,8,1,0.6666666666666666,0.33333333333333337,3,0,1.0,0.0,,0.14842118378966876,0.29684123638054105,sparse,9,8,2015-10-06 04:30:33+00:00,2015-10-06 06:19:21+00:00
0SW6-0e8NXaLPyMiUMWlgw,15,14,14,1,0.26666666666666666,0.7333333333333334,11,0,1.0,0.0,,3.6821573148315236,7.3777319456672075,one_area,15,14,2017-06-01 19:33:23+00:00,2021-10-29 19:56:30+00:00
0Tcj5uCoc6y1xRIw2sIUnQ,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,1.8704328413086466,3.310817062744323,sparse,5,5,2014-01-05 17:27:43+00:00,2021-09-19 02:08:26+00:00
0W86OPpGSTzjo6nUuUNWQQ,12,10,10,1,0.3333333333333333,0.6666666666666667,8,0,1.0,0.0,,2.7109734435557082,5.43282139505903,explorer,12,10,2015-05-27 12:47:00+00:00,2018-06-30 17:03:48+00:00
0eAE3nci8RZRAjgg5mIEUQ,6,6,6,1,0.5,0.5,3,0,1.0,0.0,,1.2355974867332689,1.6747649956674868,sparse,6,6,2017-12-28 17:40:11+00:00,2020-07-02 19:16:38+00:00
0fW-YQvz2iC113CRl9xOrQ,12,12,12,1,0.08333333333333333,0.9166666666666666,11,0,1.0,0.0,,3.892332890972021,5.958182232603213,one_area,12,12,2012-06-24 20:46:41+00:00,2014-09-03 02:16:50+00:00
0juMoWXC7z4c7LgQP2s3sA,58,44,44,4,0.13793103448275862,0.8620689655172413,36,6,0.72,0.12,48.53748506243979,4.489274797714047,12.212536820799318,explorer,58,44,2011-03-19 14:23:39+00:00,2014-12-09 18:57:36+00:00
0lMv7mbe73ZqF3OvjrZkyQ,7,7,7,1,0.2857142857142857,0.7142857142857143,5,0,1.0,0.0,,2.4930448868841073,2.9714327242683245,sparse,7,7,2012-02-16 04:12:20+00:00,2019-11-20 23:03:52+00:00
0oBj63QKATcyxa6PLAVgoA,6,5,5,1,0.16666666666666666,0.8333333333333334,5,0,1.0,0.0,,0.4444038889075656,0.9366824070635389,sparse,6,5,2020-05-11 20:10:21+00:00,2020-10-16 21:41:21+00:00
0oCP58mpEC2myGlDaRqqIw,5,5,5,1,0.4,0.6,3,0,1.0,0.0,,0.41504506389105467,0.7022170515116294,sparse,5,5,2018-08-05 17:49:17+00:00,2019-03-17 23:15:43+00:00
0rHReikDIqL2jZsQJTR5LA,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2018-05-11 00:10:37+00:00,2020-11-10 13:30:33+00:00
1-oaItKi4vz-z2dF7S2oNw,9,8,8,1,0.3333333333333333,0.6666666666666667,6,0,1.0,0.0,,2.431213212004879,2.499422462858416,explorer,9,8,2015-07-25 00:40:05+00:00,2017-01-16 22:51:14+00:00
10FMZoatpQvFO4_jXgVcdQ,15,15,15,1,0.13333333333333333,0.8666666666666667,13,0,1.0,0.0,,1.5275268528674373,3.8696116227232684,one_area,15,15,2012-07-13 18:49:34+00:00,2021-04-28 21:01:05+00:00
10Gvgz8QBwZmZigxPv6szw,9,8,8,1,0.2222222222222222,0.7777777777777778,7,0,1.0,0.0,,1.2605549096286834,4.683667109364755,one_area,9,8,2015-06-03 23:19:07+00:00,2019-10-22 20:04:00+00:00
12icG6GeSG6qWnHspF0tHQ,57,50,50,2,0.03508771929824561,0.9649122807017544,51,4,0.9272727272727272,0.07272727272727272,18.353229672673397,5.277267996025052,11.93132634094045,explorer,57,50,2015-08-09 20:55:40+00:00,2021-02-15 16:31:17+00:00
13PmeqpB9nUZNBYngvMj2g,7,7,7,1,0.14285714285714285,0.8571428571428572,6,0,1.0,0.0,,4.4308258693700875,5.100903360129518,sparse,7,7,2016-09-07 21:34:22+00:00,2017-05-21 13:55:02+00:00
15G6wy_y65sIwQkB1vwvXA,6,6,6,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,6,6,2018-12-29 19:24:58+00:00,2020-08-20 18:16:26+00:00
167omeb1w3nnsgG_XsNJYA,7,6,6,1,0.14285714285714285,0.8571428571428572,6,0,1.0,0.0,,0.21205537620124779,0.4367535751197771,sparse,7,6,2019-07-08 18:57:00+00:00,2019-07-25 18:37:48+00:00
16c91F4TZSA_WjO4XmsBMg,36,33,33,1,0.1111111111111111,0.8888888888888888,32,0,1.0,0.0,,0.6529751424856896,2.540259206774471,one_area,36,33,2019-02-08 01:49:45+00:00,2020-03-15 05:32:20+00:00
1OsvnngVv7faatPCykZcjA,7,7,7,1,0.2857142857142857,0.7142857142857143,5,0,1.0,0.0,,2.001114305580126,4.144098155031948,sparse,7,7,2016-07-02 13:15:26+00:00,2020-11-28 22:17:27+00:00
1PDpJNO1t-BsPZWM6zperQ,5,5,5,1,0.4,0.6,3,0,1.0,0.0,,1.2191274128256118,1.6787180097997392,sparse,5,5,2017-06-20 12:49:39+00:00,2019-12-07 00:11:51+00:00
1PEpIGgb2dJO120MEfPbIg,18,16,16,2,0.1111111111111111,0.8888888888888888,12,4,0.75,0.25,14.337939618977549,0.6411780378555296,4.198423693235807,two_area,18,16,2014-10-18 20:36:57+00:00,2019-07-26 00:48:49+00:00
1Xx0GXRCFEPMc8GWVR-WRA,6,6,6,1,0.5,0.5,3,0,1.0,0.0,,1.9897370799603105,2.732108165814452,sparse,6,6,2014-08-03 18:54:19+00:00,2018-08-18 05:41:49+00:00
1ZLJs1J-eYuSL9V9cjClNA,6,6,6,1,0.16666666666666666,0.8333333333333334,5,0,1.0,0.0,,0.2593794400481402,0.448921842505217,sparse,6,6,2013-11-30 18:02:59+00:00,2013-11-30 21:45:37+00:00
1_ereNz73hcAbYill07O4g,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,1.9467823691155972,2.957564274028951,sparse,5,5,2012-07-10 01:27:18+00:00,2021-05-04 21:42:18+00:00
1deDzlWUCW8JUhODGBbB5w,18,16,16,1,0.1111111111111111,0.8888888888888888,16,0,1.0,0.0,,2.988238494368189,6.50325216513689,one_area,18,16,2019-07-12 21:29:56+00:00,2021-05-15 04:42:45+00:00
1ip4bTJgXwbNBSVsyS3E8A,5,5,5,1,0.4,0.6,3,0,1.0,0.0,,1.7880320616501217,2.2681365939258327,sparse,5,5,2018-08-06 14:21:10+00:00,2020-10-27 00:00:11+00:00
1kCh5bef88kJuEROh_x0qg,7,7,7,1,0.0,1.0,7,0,1.0,0.0,,1.6174640483116638,3.671770553507933,sparse,7,7,2016-08-21 21:50:38+00:00,2016-10-15 18:44:18+00:00
1oyOCpBY-oFIfc_HQFSMvQ,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2014-05-24 16:59:36+00:00,2021-03-22 17:49:41+00:00
1pCMgUubbT55bEi2_xw0gQ,6,6,6,1,0.16666666666666666,0.8333333333333334,5,0,1.0,0.0,,0.5313253762158789,1.690944204865005,sparse,6,6,2015-08-11 02:46:04+00:00,2016-03-25 01:26:34+00:00
1r-qp5xs_YDnWd9uASN2Zw,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2016-06-17 20:14:33+00:00,2020-09-14 19:40:23+00:00
1s00HiDgj8kTyF4BWUAhRg,10,9,9,2,0.1,0.9,5,4,0.5555555555555556,0.4444444444444444,9.458992546938807,2.3904563078607812,4.062140321535401,two_area,10,9,2011-12-12 06:08:08+00:00,2014-05-18 22:38:55+00:00
1toLeDRKxW72eybEI_Lz2Q,13,9,9,1,0.46153846153846156,0.5384615384615384,7,0,1.0,0.0,,1.1038836435079074,2.1385323735886317,explorer,13,9,2013-07-27 21:30:16+00:00,2020-03-07 21:35:52+00:00
2-iZ3lifB5gGWcpP6EgCCw,7,7,7,1,0.42857142857142855,0.5714285714285714,4,0,1.0,0.0,,2.663741880275615,4.1322918995758835,sparse,7,7,2013-02-24 23:35:40+00:00,2018-01-28 01:11:49+00:00
2DbgNul5tT2QSIZnS0V_RQ,5,4,4,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,4,2015-05-25 18:14:25+00:00,2020-11-10 17:35:12+00:00
2E2NzYDjIk7dL3TcOl1NxA,6,6,6,1,0.3333333333333333,0.6666666666666667,4,0,1.0,0.0,,1.8765345369803343,2.6057680329109654,sparse,6,6,2020-07-24 14:59:03+00:00,2021-10-27 21:47:14+00:00
2FY3ETpGCbFPOOHmCGSXig,14,13,13,1,0.5714285714285714,0.4285714285714286,6,0,1.0,0.0,,2.9489961358262886,3.807262642703002,sparse,14,13,2021-02-15 00:21:49+00:00,2021-12-05 23:27:09+00:00
2Hdot8bpjmvtBLLZWXOPMQ,11,8,8,2,0.0,1.0,6,5,0.5454545454545454,0.45454545454545453,30.097566050753137,0.711425166794654,3.2399790673647955,two_area,11,8,2021-06-28 00:16:27+00:00,2022-01-02 06:38:52+00:00
2Ij6ZjcsarLIOWNfgmVKcw,12,11,11,1,0.0,1.0,12,0,1.0,0.0,,1.6667752172094936,2.863185341907349,one_area,12,11,2013-03-16 19:57:32+00:00,2015-06-01 14:57:27+00:00
2JfNOO7Cv5eTVOTeIYKkaQ,9,9,9,1,0.0,1.0,9,0,1.0,0.0,,3.5956142111421827,7.143569489468494,one_area,9,9,2012-11-04 22:10:55+00:00,2021-12-09 16:32:53+00:00
2LINyz4Yl7aFlkInyL0KvA,8,8,8,1,0.125,0.875,7,0,1.0,0.0,,1.4721320058496794,3.166700794907833,one_area,8,8,2013-03-08 01:36:16+00:00,2014-09-06 00:50:50+00:00
2MZ7wSCTQtxEAYCvVueTag,12,12,12,1,0.25,0.75,9,0,1.0,0.0,,2.8852313790469144,4.472460938891876,one_area,12,12,2013-02-10 00:07:51+00:00,2014-04-21 18:17:56+00:00
2YhDjr0PcilkN_dcp16R6Q,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,2.1303089384043186,4.205496403109217,sparse,5,5,2014-05-15 14:24:28+00:00,2021-09-26 00:04:51+00:00
2a-J1TbyFZKcAJ1Ap5MUrw,6,4,4,1,0.0,1.0,6,0,1.0,0.0,,1.4632123380076856,2.0833501768701357,sparse,6,4,2015-08-11 17:55:32+00:00,2015-08-20 20:25:49+00:00
2a9uyq3zsX5RIxG_jtpM4Q,149,144,144,3,0.053691275167785234,0.9463087248322147,124,10,0.8794326241134752,0.07092198581560284,13.505734914269864,1.2420323350638682,4.839207017204839,explorer,149,144,2013-02-26 22:19:08+00:00,2018-12-07 17:17:05+00:00
2aqjbuRVv5iyvJP8dUCWTw,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2009-07-22 03:11:22+00:00,2011-09-02 21:03:36+00:00
2db7UH7qOD35M__0wZKt4w,13,12,12,2,0.07692307692307693,0.9230769230769231,8,4,0.6666666666666666,0.3333333333333333,1750.7079488701538,0.4957299349828636,2.7247417734145243,explorer,13,12,2016-07-28 19:53:02+00:00,2019-04-02 14:36:12+00:00
2i89rpEFc6_dqhdWmXtMaQ,15,15,15,2,0.26666666666666666,0.7333333333333334,6,5,0.5454545454545454,0.45454545454545453,21.848589715453762,4.430034473294674,8.646109508975195,two_area,15,15,2015-11-06 23:08:53+00:00,2019-08-01 02:48:18+00:00
2lEyb6TyMTaB8IFV62sCAA,6,5,5,1,0.3333333333333333,0.6666666666666667,4,0,1.0,0.0,,0.8947304555681532,2.6249785528602465,sparse,6,5,2015-06-23 18:15:24+00:00,2017-09-06 15:06:18+00:00
2nnCLoNSBITdQjXaBdLIdA,10,9,9,1,0.6,0.4,4,0,1.0,0.0,,3.459177894716513,5.6020501615917295,sparse,10,9,2017-04-21 04:24:22+00:00,2022-01-08 02:00:53+00:00
2pIVRpHric00N2HCHmKV9w,5,5,5,1,0.0,1.0,5,0,1.0,0.0,,0.15066586137639923,0.28422912293809943,sparse,5,5,2015-06-21 23:58:10+00:00,2018-04-08 21:52:23+00:00
2tIN9jTDxEoF-gSRSnUkPw,7,7,7,1,0.0,1.0,7,0,1.0,0.0,,1.0673089300003864,3.2462449623381344,sparse,7,7,2018-11-27 01:39:25+00:00,2019-01-14 23:21:40+00:00
2wvdpjLgbY4RvOoDrJ1tEA,7,7,7,1,0.14285714285714285,0.8571428571428572,6,0,1.0,0.0,,1.9409554312635384,4.989810066190591,sparse,7,7,2016-06-20 03:34:28+00:00,2018-01-14 17:55:35+00:00
30F5TB8825KDsfVrnQTKsw,10,7,7,2,0.4,0.6,3,3,0.5,0.5,42.972066471054184,1.0627154025200187,2.1255130044528423,explorer,10,7,2014-11-18 01:31:10+00:00,2021-05-19 02:13:10+00:00
328rVFXP8uJQjh8vy7HZ4Q,13,12,12,1,0.46153846153846156,0.5384615384615384,7,0,1.0,0.0,,1.1517983329916057,1.6358500624720786,explorer,13,12,2019-03-03 04:17:26+00:00,2019-10-25 21:50:06+00:00
32EIO-AvcxA5WBTVZWdW1A,12,10,10,2,0.25,0.75,5,4,0.5555555555555556,0.4444444444444444,11.631202038370466,1.1638475244312814,1.5629647201328236,two_area,12,10,2014-05-25 15:55:39+00:00,2016-09-29 01:52:47+00:00
3CSPAKNl9RqZm0I-ZN7IvQ,24,21,21,2,0.4166666666666667,0.5833333333333333,9,5,0.6428571428571429,0.35714285714285715,18.874787983147204,3.181988778817641,6.047609351096534,explorer,24,21,2012-05-14 13:47:12+00:00,2021-03-24 18:38:54+00:00
3Cj25SsNE1ZuaWX75Xr4rA,11,11,11,1,0.5454545454545454,0.4545454545454546,5,0,1.0,0.0,,0.20991970379998462,0.5280261236925782,sparse,11,11,2016-12-08 16:27:28+00:00,2020-12-08 22:48:12+00:00
3DWDH5MJbfS1g_MXmNbf4w,10,9,9,1,0.5,0.5,5,0,1.0,0.0,,2.0137345075509607,3.503233900962785,explorer,10,9,2012-07-12 21:15:34+00:00,2018-09-16 19:29:53+00:00
3JcNV0lGNwk4eQzVT1rF8Q,8,8,8,1,0.125,0.875,7,0,1.0,0.0,,0.6001930779012826,2.3672078167209545,one_area,8,8,2016-10-28 06:18:59+00:00,2018-09-07 05:49:44+00:00
3MjgnP15DVSFer9SFI3Bkw,6,6,6,1,0.0,1.0,6,0,1.0,0.0,,2.576177216590586,6.352766767792789,sparse,6,6,2013-08-23 16:43:51+00:00,2021-04-09 01:02:33+00:00
3RqYAJfEJDxIpX3xjnCmLw,87,83,83,3,0.011494252873563218,0.9885057471264368,78,4,0.9069767441860465,0.046511627906976744,1493.3115118114988,0.6341033001102807,3.528676087858603,explorer,87,83,2012-02-06 16:42:32+00:00,2018-08-23 19:03:58+00:00
3Z04sdgq22PYtrNswSfz6g,16,11,11,2,0.3125,0.6875,7,4,0.6363636363636364,0.36363636363636365,31.177151991824484,1.1822599797890176,3.3042983360488476,explorer,16,11,2012-04-22 01:09:54+00:00,2018-07-22 20:22:48+00:00
3aDmSX1qvq49rqcJQlywnw,25,21,21,1,0.12,0.88,22,0,1.0,0.0,,3.064946741795946,7.484961367510389,one_area,25,21,2018-01-08 00:23:03+00:00,2020-03-27 12:52:55+00:00
3bIbqh4KqGx4fRaccLjThA,22,20,20,1,0.0,1.0,22,0,1.0,0.0,,6.382094058004078,8.030529855403842,one_area,22,20,2015-09-03 01:34:17+00:00,2017-09-02 05:33:40+00:00
3dOD4idb5GqLLsDsReaFeQ,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2015-11-27 22:46:08+00:00,2020-03-07 21:30:15+00:00
3edsm9Faeg3JoPVC7AJ0HA,27,25,25,1,0.18518518518518517,0.8148148148148149,22,0,1.0,0.0,,1.0402315042648238,4.545213352634687,one_area,27,25,2013-11-23 23:56:28+00:00,2016-03-13 15:11:51+00:00
3fEC7SxwGoUH4yWny_x4og,9,9,9,1,0.2222222222222222,0.7777777777777778,7,0,1.0,0.0,,1.5256092993710642,3.1281008830185986,one_area,9,9,2017-02-20 04:23:18+00:00,2017-05-25 01:01:21+00:00
3jLOQJHkRk-qQARirCByYQ,22,19,19,2,0.5454545454545454,0.4545454545454546,5,5,0.5,0.5,43.02289292614499,0.6325990482723312,0.7978414368993845,sparse,22,19,2013-08-08 22:00:33+00:00,2018-09-26 16:05:13+00:00
3lx4zwjar1Tsdvd4HCo4jg,10,8,8,1,0.1,0.9,9,0,1.0,0.0,,3.532111270149459,3.8203325730795505,one_area,10,8,2015-06-28 01:37:51+00:00,2016-03-06 01:09:43+00:00
3uNaBdaSDghV4mWN1WWWCw,29,28,28,1,0.06896551724137931,0.9310344827586207,27,0,1.0,0.0,,5.5914029596255075,9.301907029102395,one_area,29,28,2009-05-11 02:36:41+00:00,2021-10-07 12:31:16+00:00
3yTBmOgMBYNmFXe1PNSssw,11,10,10,2,0.18181818181818182,0.8181818181818181,5,4,0.5555555555555556,0.4444444444444444,6.022622604894505,1.1864162410824974,1.5193846229018038,two_area,11,10,2016-07-20 19:15:20+00:00,2020-10-04 15:10:44+00:00
41MkK8zdg__ryOQnzzuSlw,5,4,4,1,0.4,0.6,3,0,1.0,0.0,,0.5354540372376575,1.070874226917995,sparse,5,4,2014-04-06 00:43:42+00:00,2020-07-05 17:41:27+00:00
47TuxUy9UQkVivfoqqLAKQ,5,4,4,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,4,2015-05-03 18:26:34+00:00,2019-02-25 22:11:27+00:00
48E8klZrUJZw0BlNzXolNQ,5,5,5,0,1.0,0.0,0,0,0.0,0.0,,,,sparse,5,5,2018-07-15 01:01:50+00:00,2020-11-15 22:09:32+00:00
4LEgzB8iCt-ELL8RkOyxVg,15,15,15,3,0.26666666666666666,0.7333333333333334,4,4,0.36363636363636365,0.36363636363636365,41.36233680075129,1.0669333007442754,1.4835617280512505,explorer,15,15,2014-05-31 19:58:19+00:00,2017-07-03 14:04:10+00:00
4MUAGuqUKJtHPn1rOoXdtg,10,10,10,1,0.2,0.8,8,0,1.0,0.0,,2.664717155269069,6.395388970092587,one_area,10,10,2015-02-22 02:36:52+00:00,2019-09-29 03:12:18+00:00
4OcTMOPBwY-IET2Qi6e9GA,11,11,11,1,0.0,1.0,11,0,1.0,0.0,,3.657419748626972,8.737080843373484,one_area,11,11,2014-05-04 00:53:12+00:00,2019-08-29 00:37:48+00:00
4QnCNzp1jpMPaS0AnjYBLg,11,11,11,1,0.09090909090909091,0.9090909090909091,10,0,1.0,0.0,,4.573975999386088,5.422319488918071,one_area,11,11,2012-02-03 21:37:32+00:00,2016-07-11 19:56:17+00:00
4TWxEoflOQB-0BIxD_PsYw,5,5,5,1,0.2,0.8,4,0,1.0,0.0,,0.9392831298177704,2.408083002122843,sparse,5,5,2015-03-07 23:23:24+00:00,2015-03-09 00:06:12+00:00
4UwB9p2W1JV2wrkXPWXwwQ,7,7,7,1,0.0,1.0,7,0,1.0,0.0,,1.0006455176913267,1.9106760930471391,sparse,7,7,2014-02-09 08:09:27+00:00,2016-04-05 01:28:16+00:00
4XAigL1jG_J1ZwC9Hu6ZQg,23,22,22,2,0.08695652173913043,0.9130434782608696,18,3,0.8571428571428571,0.14285714285714285,8.072438168937683,2.678708575339483,7.75341816779408,explorer,23,22,2016-07-16 05:26:44+00:00,2017-02-05 19:11:58+00:00
4YHpWfw2_0mFuEset7pLfA,17,14,14,2,0.4117647058823529,0.5882352941176471,7,3,0.7,0.3,439.1053646282879,1.563475613538297,2.494736609422067,explorer,17,14,2012-01-12 02:40:36+00:00,2015-10-13 23:16:05+00:00
4kLNVonQ7k4bAwtL4leRbw,8,8,8,1,0.0,1.0,8,0,1.0,0.0,,0.43100756520775396,1.493412814579479,one_area,8,8,2016-01-19 03:57:33+00:00,2017-01-18 00:14:48+00:00
4ncqeCTfDWRd-8SUVcDvSg,7,7,7,1,0.42857142857142855,0.5714285714285714,4,0,1.0,0.0,,2.9517015055211635,4.341833743259582,sparse,7,7,2020-01-04 20:39:23+00:00,2021-03-12 22:03:56+00:00
